id,user_id,order_date,order_date_end,order_status,order_summ,User_date_joined,User_date_activate
1892,2955,30/04/2014 04:04,30/04/2014 10:50,3,4501,11/09/2013 20:57,11/09/2013 20:57
1893,6606,30/04/2014 04:15,30/04/2014 18:20,3,6000,29/04/2014 14:27,29/04/2014 14:27
1894,6602,30/04/2014 06:23,30/04/2014 10:50,3,3501,29/04/2014 10:26,30/04/2014 06:06
1895,5534,30/04/2014 08:54,01/05/2014 11:20,3,5000,28/01/2014 12:06,29/01/2014 10:11
1896,6373,30/04/2014 09:49,30/04/2014 15:30,3,4501,12/04/2014 11:10,12/04/2014 11:10
1897,6614,30/04/2014 11:37,30/04/2014 18:20,3,5001,30/04/2014 11:28,30/04/2014 11:28
1898,6479,30/04/2014 12:08,30/04/2014 18:20,3,3501,21/04/2014 06:39,21/04/2014 06:39
1899,6305,30/04/2014 13:07,05/05/2014 08:40,3,3500,07/04/2014 12:21,08/04/2014 11:07
1900,6250,30/04/2014 13:37,01/05/2014 11:20,3,4501,03/04/2014 12:11,09/04/2014 08:11
1901,2231,30/04/2014 16:31,04/05/2014 12:40,3,5000,07/07/2013 07:59,07/07/2013 07:59
1902,438,01/05/2014 08:42,01/05/2014 19:00,3,3501,22/03/2013 14:00,01/04/2013 06:20
1903,926,01/05/2014 12:15,04/05/2014 12:40,3,3501,27/03/2013 17:40,04/04/2013 16:54
1904,618,02/05/2014 05:50,04/05/2014 12:40,3,5999,23/03/2013 07:50,29/03/2013 07:37
1905,4591,03/05/2014 11:08,05/05/2014 08:40,3,3500,25/10/2013 12:36,28/11/2013 17:16
1906,5949,03/05/2014 19:35,05/05/2014 08:40,3,3500,13/03/2014 15:51,20/03/2014 15:29
1907,6273,04/05/2014 15:11,05/05/2014 10:40,3,5001,04/04/2014 12:32,04/04/2014 12:32
1908,6601,04/05/2014 17:11,05/05/2014 11:20,3,13499,29/04/2014 08:08,30/04/2014 14:31
1909,4970,04/05/2014 23:56,05/05/2014 08:40,3,9499,24/11/2013 21:52,24/11/2013 21:52
1910,5330,05/05/2014 07:22,06/05/2014 06:40,3,3501,06/01/2014 20:56,25/01/2014 09:23
1911,251,05/05/2014 08:46,05/05/2014 14:30,3,17999,17/02/2013 21:56,17/02/2013 21:56
1912,5097,05/05/2014 10:02,06/05/2014 09:00,3,5999,11/12/2013 15:23,11/12/2013 18:10
1913,6094,05/05/2014 13:54,06/05/2014 13:00,3,7001,20/03/2014 10:53,20/03/2014 10:53
1914,6630,06/05/2014 10:08,07/05/2014 07:30,3,3501,06/05/2014 06:53,06/05/2014 06:53
1915,4589,06/05/2014 10:17,06/05/2014 15:30,3,3501,25/10/2013 12:17,18/12/2013 09:58
1916,5855,06/05/2014 11:47,06/05/2014 15:30,3,4999,04/03/2014 13:26,04/03/2014 13:26
1917,6567,07/05/2014 07:01,07/05/2014 10:30,3,5001,26/04/2014 04:47,06/05/2014 20:25
1918,1541,07/05/2014 09:05,08/05/2014 06:30,3,4500,07/06/2013 17:20,10/06/2013 18:11
1919,6091,07/05/2014 09:50,19/05/2014 11:20,3,22500,20/03/2014 08:21,29/03/2014 14:06
1920,3392,07/05/2014 11:20,08/05/2014 10:50,3,4501,23/10/2013 11:39,18/12/2013 09:17
1921,6624,07/05/2014 13:02,08/05/2014 10:50,3,6000,04/05/2014 21:21,04/05/2014 21:21
1922,1328,07/05/2014 14:50,08/05/2014 10:10,3,5999,12/05/2013 14:45,14/05/2013 14:21
1923,6483,07/05/2014 16:49,10/05/2014 06:50,3,3500,21/04/2014 11:39,21/04/2014 11:39
1924,6648,08/05/2014 00:54,08/05/2014 09:20,3,3501,07/05/2014 23:19,07/05/2014 23:19
1925,2469,08/05/2014 08:44,08/05/2014 12:00,3,8000,24/07/2013 06:42,26/07/2013 16:38
1926,6342,08/05/2014 09:38,10/05/2014 06:40,3,10499,11/04/2014 09:25,11/04/2014 09:25
1927,5949,08/05/2014 10:26,10/05/2014 06:40,3,3500,13/03/2014 15:51,20/03/2014 15:29
1928,6658,08/05/2014 11:33,10/05/2014 06:40,3,3501,08/05/2014 11:27,08/05/2014 11:27
1929,240,08/05/2014 13:45,12/05/2014 13:40,3,6000,11/02/2013 17:48,11/02/2013 17:48
1930,6648,08/05/2014 23:22,05/06/2014 19:30,3,11500,07/05/2014 23:19,07/05/2014 23:19
1931,5466,09/05/2014 14:37,12/05/2014 07:40,3,9000,27/01/2014 17:19,29/01/2014 10:21
1932,5051,09/05/2014 14:42,10/05/2014 09:40,3,11500,05/12/2013 14:47,17/02/2014 15:24
1933,6664,09/05/2014 15:39,10/05/2014 09:40,3,6000,09/05/2014 07:40,09/05/2014 07:40
1934,3095,10/05/2014 17:48,12/05/2014 13:40,3,4500,25/09/2013 18:23,03/10/2013 13:44
1935,804,11/05/2014 13:00,14/05/2014 13:30,3,6000,25/03/2013 08:29,25/03/2013 13:34
1936,5888,12/05/2014 06:31,13/05/2014 10:30,3,3500,08/03/2014 14:02,11/03/2014 13:17
1937,4606,12/05/2014 11:43,12/05/2014 13:40,3,9499,25/10/2013 14:10,29/11/2013 15:14
1938,4606,12/05/2014 12:55,12/05/2014 13:40,3,17498,25/10/2013 14:10,29/11/2013 15:14
1939,6472,12/05/2014 13:58,13/05/2014 10:30,3,3501,19/04/2014 21:08,19/04/2014 21:08
1940,4591,12/05/2014 16:23,14/05/2014 06:50,3,3500,25/10/2013 12:36,28/11/2013 17:16
1941,3587,12/05/2014 17:00,14/05/2014 09:40,3,4500,23/10/2013 12:10,23/01/2014 18:17
1942,3251,12/05/2014 17:08,14/05/2014 06:50,3,3501,23/10/2013 11:13,11/12/2013 06:19
1943,5795,12/05/2014 17:24,14/05/2014 06:50,3,4500,23/02/2014 06:47,26/02/2014 12:39
1944,5288,13/05/2014 08:17,13/05/2014 12:50,3,3501,28/12/2013 01:27,13/05/2014 06:29
1945,5752,13/05/2014 09:24,17/05/2014 07:50,3,12999,17/02/2014 08:04,17/02/2014 08:04
1946,4780,13/05/2014 10:40,14/05/2014 06:50,3,3501,05/11/2013 16:13,05/11/2013 16:13
1947,5000,13/05/2014 12:24,19/05/2014 11:30,3,3501,28/11/2013 18:07,05/12/2013 16:58
1948,1026,13/05/2014 13:01,14/05/2014 13:30,3,4500,01/04/2013 12:19,25/06/2013 18:06
1949,3819,13/05/2014 13:45,15/05/2014 07:50,3,37497,23/10/2013 13:19,07/02/2014 08:10
1950,1982,13/05/2014 14:42,14/05/2014 09:40,3,3500,03/07/2013 17:14,04/07/2013 11:53
1951,35,14/05/2014 06:33,15/05/2014 07:50,3,9000,11/12/2012 10:48,11/12/2012 10:48
1952,496,14/05/2014 08:04,16/05/2014 12:10,3,14000,22/03/2013 15:56,29/03/2013 04:21
1953,929,14/05/2014 08:07,14/05/2014 13:30,3,4500,28/03/2013 06:26,04/04/2013 15:19
1954,6685,14/05/2014 09:05,NULL,10,6501,14/05/2014 08:18,14/05/2014 08:18
1955,5033,14/05/2014 09:14,15/05/2014 07:50,3,5999,03/12/2013 13:38,04/12/2013 11:14
1956,6290,14/05/2014 10:08,19/05/2014 15:20,3,4501,05/04/2014 18:53,15/04/2014 23:01
1957,199,14/05/2014 10:23,16/05/2014 08:00,3,9499,30/01/2013 07:35,20/08/2013 21:12
1958,4651,14/05/2014 10:54,15/05/2014 07:50,3,15498,26/10/2013 13:55,29/11/2013 06:49
1959,4855,14/05/2014 11:08,15/05/2014 07:50,3,4500,07/11/2013 16:05,22/11/2013 09:26
1960,555,14/05/2014 11:43,19/05/2014 11:30,3,4500,22/03/2013 18:58,23/03/2013 12:34
1961,1525,14/05/2014 12:46,15/05/2014 13:50,3,8000,06/06/2013 08:19,06/06/2013 11:43
1962,5124,14/05/2014 13:05,15/05/2014 07:50,3,3500,16/12/2013 06:13,17/12/2013 11:56
1963,4447,14/05/2014 14:05,15/05/2014 13:40,3,4500,24/10/2013 10:00,03/12/2013 09:35
1964,6620,14/05/2014 14:19,05/06/2014 05:50,3,4501,02/05/2014 16:06,14/05/2014 13:42
1965,3583,14/05/2014 16:23,15/05/2014 13:50,3,4501,23/10/2013 12:09,24/10/2013 08:04
1966,126,14/05/2014 17:18,15/05/2014 13:50,3,4501,21/12/2012 14:53,21/12/2012 14:53
1967,4826,14/05/2014 17:52,19/05/2014 11:40,3,4501,06/11/2013 20:13,06/11/2013 20:13
1968,6469,14/05/2014 18:34,15/05/2014 07:50,3,4501,19/04/2014 10:11,19/04/2014 10:11
1969,1819,15/05/2014 06:43,16/05/2014 10:40,3,4500,03/07/2013 07:30,03/07/2013 08:59
1970,6139,15/05/2014 06:52,16/05/2014 06:10,3,14998,23/03/2014 18:15,27/03/2014 14:41
1971,1501,15/05/2014 08:16,16/05/2014 08:10,3,4500,05/06/2013 07:54,05/06/2013 07:54
1972,523,15/05/2014 08:22,16/05/2014 06:20,3,3500,22/03/2013 16:56,05/04/2013 11:10
1973,4823,15/05/2014 08:47,16/05/2014 06:20,3,4501,06/11/2013 19:38,06/11/2013 20:07
1974,536,15/05/2014 08:56,16/05/2014 06:10,3,3500,22/03/2013 17:47,12/04/2013 10:54
1975,2688,15/05/2014 08:59,16/05/2014 06:20,3,5999,12/08/2013 13:39,13/08/2013 17:52
1976,3933,15/05/2014 09:35,17/05/2014 06:50,3,5000,23/10/2013 14:00,10/12/2013 12:42
1977,5166,15/05/2014 09:36,07/06/2014 14:00,3,28999,19/12/2013 18:56,22/12/2013 13:48
1978,3443,15/05/2014 10:38,19/05/2014 11:40,3,8001,23/10/2013 11:45,18/12/2013 11:18
1979,6486,15/05/2014 10:52,17/05/2014 06:50,3,4501,21/04/2014 13:00,21/04/2014 13:00
1980,6672,15/05/2014 11:03,16/05/2014 10:30,3,11000,12/05/2014 12:48,12/05/2014 12:48
1981,3697,15/05/2014 11:22,16/05/2014 12:10,3,8001,23/10/2013 12:36,17/12/2013 12:58
1982,6321,15/05/2014 12:26,16/05/2014 10:30,3,4501,10/04/2014 16:44,10/04/2014 16:44
1983,5265,15/05/2014 12:47,16/05/2014 10:20,3,19998,26/12/2013 16:15,26/12/2013 16:15
1984,5167,15/05/2014 14:05,20/05/2014 08:40,3,4501,20/12/2013 08:03,30/12/2013 09:13
1985,5886,15/05/2014 14:26,16/05/2014 10:30,3,3500,08/03/2014 14:01,11/03/2014 23:05
1986,5732,15/05/2014 15:42,17/05/2014 06:40,3,5999,13/02/2014 09:02,13/02/2014 09:02
1987,6461,15/05/2014 16:55,16/05/2014 10:40,3,3501,18/04/2014 15:03,18/04/2014 15:03
1988,549,16/05/2014 03:18,16/05/2014 13:30,3,4500,22/03/2013 18:42,05/04/2013 13:41
1989,5402,16/05/2014 07:31,19/05/2014 13:30,3,4500,19/01/2014 12:42,26/01/2014 15:21
1990,3285,16/05/2014 08:21,19/05/2014 11:40,3,3500,23/10/2013 11:26,11/12/2013 06:20
1991,5280,16/05/2014 08:39,19/05/2014 08:50,3,4501,27/12/2013 12:39,27/12/2013 12:39
1992,4223,16/05/2014 11:53,21/05/2014 07:30,3,3501,23/10/2013 19:07,06/12/2013 07:12
1993,4567,16/05/2014 13:53,19/05/2014 11:20,3,4500,25/10/2013 07:57,01/12/2013 09:19
1994,4109,16/05/2014 16:01,19/05/2014 13:30,3,4500,23/10/2013 16:25,13/12/2013 13:37
1995,6124,17/05/2014 15:55,21/05/2014 07:30,3,5999,22/03/2014 07:53,27/03/2014 13:55
1996,2681,17/05/2014 19:54,19/05/2014 08:40,3,4501,12/08/2013 09:32,13/08/2013 22:22
1997,645,18/05/2014 07:33,20/05/2014 07:20,3,4501,23/03/2013 11:08,28/03/2013 06:41
1998,6612,18/05/2014 09:38,20/05/2014 13:00,3,3501,30/04/2014 08:59,30/04/2014 08:59
1999,6611,18/05/2014 12:38,20/05/2014 10:00,3,4501,30/04/2014 08:53,30/04/2014 08:53
2000,6719,18/05/2014 16:54,26/05/2014 16:20,3,5001,18/05/2014 14:43,18/05/2014 14:43
2001,3236,19/05/2014 08:02,20/05/2014 08:40,3,4501,23/10/2013 10:57,10/12/2013 12:25
2002,5975,19/05/2014 12:53,23/05/2014 06:20,3,3501,14/03/2014 13:59,27/03/2014 13:46
2003,6700,19/05/2014 13:28,05/06/2014 19:30,3,4501,15/05/2014 10:04,19/05/2014 13:01
2004,5974,19/05/2014 14:45,20/05/2014 13:00,3,3500,14/03/2014 13:42,27/03/2014 13:54
2005,6053,19/05/2014 20:56,22/05/2014 06:40,3,3501,18/03/2014 17:13,19/05/2014 20:49
2007,5693,20/05/2014 07:31,21/05/2014 13:20,3,4500,07/02/2014 11:22,07/02/2014 11:22
2008,6381,20/05/2014 09:06,21/05/2014 13:20,3,3501,13/04/2014 07:15,18/04/2014 21:21
2010,463,20/05/2014 11:58,22/05/2014 06:40,3,4501,22/03/2013 14:49,01/04/2013 06:00
2011,3587,20/05/2014 18:43,22/05/2014 14:50,3,4500,23/10/2013 12:10,23/01/2014 18:17
2012,1819,20/05/2014 18:53,21/05/2014 15:00,3,5999,03/07/2013 07:30,03/07/2013 08:59
2013,6772,21/05/2014 10:32,23/05/2014 11:20,3,3501,21/05/2014 10:29,21/05/2014 10:29
2014,4932,21/05/2014 17:56,24/05/2014 10:00,3,10500,16/11/2013 09:26,04/12/2013 18:41
2015,6742,22/05/2014 03:13,22/05/2014 11:00,3,4501,20/05/2014 03:10,22/05/2014 02:52
2016,6762,22/05/2014 04:20,22/05/2014 15:00,3,6501,20/05/2014 17:17,22/05/2014 04:14
2017,2978,22/05/2014 06:09,22/05/2014 11:00,3,5999,13/09/2013 15:40,03/10/2013 13:09
2018,6784,22/05/2014 08:14,28/05/2014 08:00,3,4501,22/05/2014 06:05,22/05/2014 06:09
2019,6749,22/05/2014 08:57,24/05/2014 09:40,3,3501,20/05/2014 07:43,22/05/2014 08:24
2020,4178,22/05/2014 09:20,23/05/2014 07:50,3,3501,23/10/2013 17:59,05/12/2013 12:52
2021,931,22/05/2014 11:18,22/05/2014 15:00,3,3500,28/03/2013 07:18,04/04/2013 14:43
2022,5690,22/05/2014 11:24,24/05/2014 10:20,3,3501,07/02/2014 09:15,11/02/2014 07:24
2023,4878,22/05/2014 11:39,24/05/2014 15:30,3,3501,09/11/2013 18:20,22/11/2013 10:12
2024,635,22/05/2014 11:40,23/05/2014 06:20,3,3500,23/03/2013 10:00,27/03/2013 13:06
2025,6116,22/05/2014 11:42,23/05/2014 09:20,3,3501,21/03/2014 18:05,21/03/2014 18:05
2026,635,22/05/2014 11:43,23/05/2014 06:20,3,4500,23/03/2013 10:00,27/03/2013 13:06
2027,4537,22/05/2014 11:51,23/05/2014 09:20,3,3501,24/10/2013 19:28,06/12/2013 05:51
2028,4630,22/05/2014 11:54,23/05/2014 18:10,3,3500,26/10/2013 05:10,28/11/2013 17:13
2029,136,22/05/2014 11:54,23/05/2014 09:20,3,3500,23/12/2012 10:49,26/02/2013 19:04
2030,4516,22/05/2014 11:58,24/05/2014 07:00,3,3501,24/10/2013 15:31,28/11/2013 16:40
2031,3941,22/05/2014 11:59,24/05/2014 09:50,3,3501,23/10/2013 14:04,10/12/2013 12:44
2032,4453,22/05/2014 12:00,23/05/2014 06:10,3,3500,24/10/2013 10:07,24/10/2013 10:22
2033,2452,22/05/2014 12:02,23/05/2014 17:10,3,3500,22/07/2013 21:00,29/07/2013 16:37
2034,6480,22/05/2014 12:05,31/05/2014 08:00,3,3500,21/04/2014 09:16,21/04/2014 09:16
2035,456,22/05/2014 12:08,22/05/2014 15:30,3,3500,22/03/2013 14:33,22/03/2013 14:33
2036,4261,22/05/2014 12:13,23/05/2014 18:10,3,3500,23/10/2013 20:07,06/12/2013 09:44
2037,6595,22/05/2014 12:13,22/05/2014 15:00,3,3500,28/04/2014 07:08,28/04/2014 07:08
2038,5794,22/05/2014 12:19,26/05/2014 09:40,3,3501,22/02/2014 22:24,13/03/2014 14:51
2039,6131,22/05/2014 12:28,26/05/2014 08:30,3,8000,23/03/2014 05:55,27/03/2014 14:03
2040,6512,22/05/2014 12:33,28/05/2014 08:00,3,8000,25/04/2014 09:20,25/04/2014 10:35
2041,6111,22/05/2014 12:42,24/05/2014 07:00,3,3501,21/03/2014 12:41,21/03/2014 12:41
2042,6256,22/05/2014 12:45,23/05/2014 11:20,3,3501,03/04/2014 13:59,08/04/2014 10:59
2043,186,22/05/2014 12:49,27/05/2014 06:50,3,3501,29/01/2013 15:19,26/02/2013 15:25
2044,4758,22/05/2014 12:49,27/05/2014 13:20,3,3500,04/11/2013 08:34,04/12/2013 08:06
2045,2037,22/05/2014 12:54,23/05/2014 18:10,3,3500,04/07/2013 09:04,11/07/2013 12:03
2046,1001,22/05/2014 12:56,24/05/2014 09:50,3,3501,31/03/2013 13:53,01/04/2013 17:54
2047,847,22/05/2014 12:59,23/05/2014 06:20,3,3500,25/03/2013 13:50,25/03/2013 14:35
2048,938,22/05/2014 13:09,23/05/2014 06:10,3,3500,28/03/2013 15:02,28/03/2013 15:02
2049,523,22/05/2014 13:12,23/05/2014 17:10,3,3500,22/03/2013 16:56,05/04/2013 11:10
2050,222,22/05/2014 13:22,23/05/2014 09:20,3,3500,01/02/2013 11:06,25/02/2013 14:56
2051,5263,22/05/2014 13:28,24/05/2014 07:00,3,3500,26/12/2013 15:32,26/12/2013 15:32
2052,5435,22/05/2014 13:29,26/05/2014 15:50,3,3500,27/01/2014 06:12,27/01/2014 06:12
2053,346,22/05/2014 13:30,24/05/2014 07:00,3,3501,28/02/2013 06:31,28/02/2013 06:31
2054,2641,22/05/2014 13:34,23/05/2014 07:50,3,3500,08/08/2013 12:42,09/08/2013 08:34
2055,2019,22/05/2014 13:41,24/05/2014 07:00,3,3500,04/07/2013 07:10,04/07/2013 16:20
2056,4677,22/05/2014 13:44,23/05/2014 11:20,3,3501,27/10/2013 13:24,06/12/2013 08:09
2057,5214,22/05/2014 13:44,24/05/2014 07:00,3,3500,25/12/2013 09:37,25/12/2013 09:37
2058,5969,22/05/2014 14:17,23/05/2014 09:20,3,3501,14/03/2014 13:04,14/03/2014 13:04
2059,6505,22/05/2014 14:19,26/05/2014 08:30,3,3500,24/04/2014 09:34,25/04/2014 11:47
2060,4098,22/05/2014 14:26,27/05/2014 06:50,3,3500,23/10/2013 16:06,17/12/2013 20:41
2062,465,22/05/2014 14:42,23/05/2014 09:20,3,3500,22/03/2013 14:56,22/03/2013 16:44
2063,5949,22/05/2014 14:47,24/05/2014 13:50,3,3500,13/03/2014 15:51,20/03/2014 15:29
2064,6739,22/05/2014 14:52,24/05/2014 07:00,3,3501,19/05/2014 19:42,21/05/2014 22:02
2065,5708,22/05/2014 14:52,26/05/2014 15:30,3,3500,11/02/2014 10:15,11/02/2014 10:15
2066,1625,22/05/2014 15:01,23/05/2014 13:30,3,3500,14/06/2013 17:12,19/06/2013 15:57
2067,6763,22/05/2014 15:05,23/05/2014 17:10,3,8001,20/05/2014 17:48,22/05/2014 06:37
2068,5104,22/05/2014 15:34,24/05/2014 10:00,3,3500,12/12/2013 11:03,17/12/2013 12:21
2069,4651,22/05/2014 15:37,26/05/2014 09:40,3,3500,26/10/2013 13:55,29/11/2013 06:49
2070,6777,22/05/2014 16:12,23/05/2014 17:10,3,3501,21/05/2014 15:49,22/05/2014 15:31
2071,2437,22/05/2014 16:37,24/05/2014 16:10,3,3500,22/07/2013 10:29,23/07/2013 07:31
2072,5306,22/05/2014 16:53,24/05/2014 15:30,3,8000,29/12/2013 18:03,17/01/2014 16:47
2073,6180,22/05/2014 17:02,24/05/2014 15:30,3,3501,28/03/2014 16:14,08/04/2014 10:21
2074,6741,22/05/2014 17:35,26/05/2014 14:30,3,3501,20/05/2014 02:43,22/05/2014 03:29
2075,6741,22/05/2014 17:40,26/05/2014 14:30,3,3500,20/05/2014 02:43,22/05/2014 03:29
2076,6345,22/05/2014 18:09,26/05/2014 15:30,3,3501,11/04/2014 10:41,17/04/2014 16:07
2077,1541,22/05/2014 18:11,23/05/2014 13:30,3,4500,07/06/2013 17:20,10/06/2013 18:11
2078,5473,22/05/2014 18:36,24/05/2014 15:30,3,3501,27/01/2014 17:43,30/01/2014 15:28
2079,5003,22/05/2014 18:57,24/05/2014 13:50,3,3500,29/11/2013 06:40,05/12/2013 13:05
2080,1670,22/05/2014 19:22,26/05/2014 15:50,3,3501,20/06/2013 07:13,24/06/2013 11:35
2081,3289,22/05/2014 19:57,23/05/2014 15:50,3,3501,23/10/2013 11:27,10/12/2013 20:04
2082,3849,22/05/2014 20:27,27/05/2014 16:34,3,3500,23/10/2013 13:26,12/12/2013 13:07
2083,6717,23/05/2014 02:30,24/05/2014 10:00,3,4501,17/05/2014 07:15,22/05/2014 04:37
2084,2750,23/05/2014 03:43,26/05/2014 16:40,3,3501,22/08/2013 03:59,22/08/2013 03:59
2085,3248,23/05/2014 04:47,24/05/2014 07:00,3,3500,23/10/2013 11:08,10/12/2013 11:28
2086,5767,23/05/2014 05:36,24/05/2014 13:50,3,3500,19/02/2014 17:01,19/02/2014 17:01
2087,3285,23/05/2014 06:20,26/05/2014 08:30,3,3500,23/10/2013 11:26,11/12/2013 06:20
2088,757,23/05/2014 06:35,05/06/2014 19:20,3,24998,25/03/2013 00:15,27/03/2013 03:14
2089,699,23/05/2014 07:15,26/05/2014 12:40,3,3500,24/03/2013 06:20,26/03/2013 15:45
2090,3220,23/05/2014 07:30,NULL,10,3500,23/10/2013 10:40,18/12/2013 08:13
2091,3933,23/05/2014 07:58,NULL,10,4500,23/10/2013 14:00,10/12/2013 12:42
2092,3396,23/05/2014 07:59,24/05/2014 15:30,3,3501,23/10/2013 11:40,24/01/2014 08:56
2093,6349,23/05/2014 08:12,26/05/2014 12:30,3,3501,11/04/2014 11:36,11/04/2014 11:36
2094,3933,23/05/2014 08:57,24/05/2014 10:00,3,4999,23/10/2013 14:00,10/12/2013 12:42
2095,5938,23/05/2014 09:38,23/05/2014 17:10,3,3501,11/03/2014 18:06,14/03/2014 07:37
2096,1456,23/05/2014 10:15,24/05/2014 15:30,3,3501,01/06/2013 12:44,01/06/2013 12:44
2097,1539,23/05/2014 11:08,24/05/2014 09:10,3,3500,07/06/2013 10:44,07/06/2013 10:44
2098,4710,23/05/2014 11:10,24/05/2014 07:00,3,9000,28/10/2013 18:36,26/11/2013 14:45
2099,5605,23/05/2014 11:36,27/05/2014 06:50,3,3501,29/01/2014 19:44,30/01/2014 10:25
2100,3095,23/05/2014 11:39,24/05/2014 12:40,3,5999,25/09/2013 18:23,03/10/2013 13:44
2101,1244,23/05/2014 12:02,24/05/2014 16:10,3,11499,26/04/2013 09:48,26/04/2013 12:33
2102,2688,23/05/2014 12:21,24/05/2014 15:30,3,3500,12/08/2013 13:39,13/08/2013 17:52
2103,5980,23/05/2014 12:27,27/05/2014 13:20,3,3501,14/03/2014 14:25,14/03/2014 14:25
2104,4013,23/05/2014 12:35,26/05/2014 10:10,3,8000,23/10/2013 14:41,10/12/2013 15:25
2105,679,23/05/2014 12:51,24/05/2014 16:20,3,3500,23/03/2013 18:29,27/03/2013 13:10
2106,6224,23/05/2014 12:55,26/05/2014 14:10,3,9500,02/04/2014 18:44,10/04/2014 21:15
2107,4197,23/05/2014 13:03,24/05/2014 15:30,3,3500,23/10/2013 18:22,24/01/2014 13:23
2108,6192,23/05/2014 13:11,24/05/2014 11:20,3,3501,29/03/2014 20:10,29/03/2014 20:10
2109,6469,23/05/2014 14:09,26/05/2014 09:00,3,3500,19/04/2014 10:11,19/04/2014 10:11
2110,1525,23/05/2014 18:19,23/05/2014 18:20,3,5000,06/06/2013 08:19,06/06/2013 11:43
2111,5917,23/05/2014 18:29,24/05/2014 11:40,3,3500,09/03/2014 10:30,09/03/2014 10:30
2112,4551,23/05/2014 18:39,28/05/2014 06:20,3,8000,24/10/2013 23:07,29/11/2013 03:43
2114,1581,24/05/2014 08:44,27/05/2014 13:20,3,6000,11/06/2013 21:19,19/06/2013 17:13
2115,4705,24/05/2014 08:59,24/05/2014 14:00,3,15000,28/10/2013 15:17,06/12/2013 10:22
2117,1674,24/05/2014 13:42,26/05/2014 08:20,3,3501,20/06/2013 08:28,20/06/2013 08:29
2118,6047,24/05/2014 15:51,27/05/2014 16:30,3,3501,18/03/2014 16:06,27/03/2014 22:07
2119,1148,24/05/2014 17:34,27/05/2014 07:00,3,3501,12/04/2013 09:31,12/04/2013 09:31
2120,806,25/05/2014 06:31,26/05/2014 15:50,3,3500,25/03/2013 08:41,26/03/2013 08:54
2122,3475,25/05/2014 07:17,06/06/2014 08:40,3,3500,23/10/2013 11:50,18/12/2013 08:17
2123,926,25/05/2014 12:31,26/05/2014 12:40,3,4500,27/03/2013 17:40,04/04/2013 16:54
2124,4970,25/05/2014 13:25,26/05/2014 12:00,3,7000,24/11/2013 21:52,24/11/2013 21:52
2125,4024,26/05/2014 03:18,27/05/2014 07:00,3,3501,23/10/2013 14:46,12/12/2013 16:15
2126,2116,26/05/2014 05:52,26/05/2014 15:30,3,13499,04/07/2013 18:12,19/07/2013 10:46
2127,532,26/05/2014 06:54,26/05/2014 12:30,3,3500,22/03/2013 17:29,05/04/2013 15:24
2128,6743,26/05/2014 07:18,28/05/2014 07:50,3,7001,20/05/2014 04:05,22/05/2014 03:10
2129,5167,26/05/2014 07:54,30/05/2014 15:00,3,3500,20/12/2013 08:03,30/12/2013 09:13
2130,6833,26/05/2014 09:50,28/05/2014 11:30,3,3501,24/05/2014 12:35,26/05/2014 09:44
2131,6050,26/05/2014 11:12,27/05/2014 12:00,3,3501,18/03/2014 16:18,04/04/2014 07:42
2132,6659,26/05/2014 11:22,28/05/2014 16:40,3,3501,08/05/2014 11:27,14/05/2014 14:48
2133,5156,26/05/2014 11:26,29/05/2014 08:30,3,8000,18/12/2013 11:33,23/01/2014 18:59
2134,6606,26/05/2014 11:30,27/05/2014 12:10,3,8499,29/04/2014 14:27,29/04/2014 14:27
2135,6853,26/05/2014 13:42,27/05/2014 13:20,3,6501,26/05/2014 13:20,26/05/2014 13:20
2138,1819,26/05/2014 19:03,28/05/2014 11:30,3,4999,03/07/2013 07:30,03/07/2013 08:59
2139,5582,27/05/2014 09:35,30/05/2014 07:10,3,3501,29/01/2014 09:48,30/01/2014 05:04
2140,3587,27/05/2014 10:02,29/05/2014 11:40,3,12000,23/10/2013 12:10,23/01/2014 18:17
2141,5215,27/05/2014 10:06,29/05/2014 08:30,3,3500,25/12/2013 10:52,15/01/2014 15:27
2142,6861,27/05/2014 10:44,29/05/2014 14:30,3,5000,27/05/2014 10:38,27/05/2014 10:38
2143,5901,27/05/2014 11:10,29/05/2014 08:30,3,5000,08/03/2014 17:07,11/03/2014 13:35
2144,2745,27/05/2014 12:42,28/05/2014 16:40,3,3500,20/08/2013 11:17,20/08/2013 11:17
2145,6032,27/05/2014 14:18,02/06/2014 08:30,3,3501,18/03/2014 13:42,27/03/2014 14:19
2146,4890,28/05/2014 08:38,29/05/2014 08:30,3,4999,11/11/2013 17:26,30/11/2013 03:49
2147,199,28/05/2014 08:53,29/05/2014 14:10,3,12999,30/01/2013 07:35,20/08/2013 21:12
2148,6870,28/05/2014 08:57,28/05/2014 09:30,3,6000,28/05/2014 08:18,28/05/2014 08:18
2149,1453,28/05/2014 09:30,02/06/2014 14:40,3,13501,31/05/2013 12:22,11/06/2013 05:59
2150,6739,28/05/2014 09:34,30/05/2014 07:50,3,5999,19/05/2014 19:42,21/05/2014 22:02
2151,6391,28/05/2014 10:40,28/05/2014 13:40,3,11500,14/04/2014 07:20,21/04/2014 07:24
2152,3840,28/05/2014 14:48,29/05/2014 10:20,3,8000,23/10/2013 13:23,18/12/2013 20:03
2153,3108,28/05/2014 15:57,29/05/2014 12:30,3,8000,29/09/2013 10:29,03/10/2013 18:20
